kernel_bucket,sample_class,width,offset,sample_count,unique_values,entropy,fixed_byte,fixed_bits,variable_bits,dominant_ratio_bps,field_kind,value_counts
AB_flk_landing_series,all,8,0,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,all,8,1,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,1a:4 19:3 18:1
AB_flk_landing_series,all,8,2,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,all,8,3,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,all,8,4,8,7,2.7500,0,0x0f,0xf0,2500,high_nibble_variable,60:2 00:1 e0:1 40:1 a0:1 20:1 d0:1
AB_flk_landing_series,all,8,5,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,e7:1 fe:1 0d:1 25:1 35:1 4f:1 a6:1 b7:1
AB_flk_landing_series,all,8,6,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,all,8,7,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,all,16,0,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,all,16,1,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,1a:4 19:3 18:1
AB_flk_landing_series,all,16,2,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,all,16,3,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,all,16,4,8,7,2.7500,0,0x0f,0xf0,2500,high_nibble_variable,60:2 00:1 e0:1 40:1 a0:1 20:1 d0:1
AB_flk_landing_series,all,16,5,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,e7:1 fe:1 0d:1 25:1 35:1 4f:1 a6:1 b7:1
AB_flk_landing_series,all,16,6,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,all,16,7,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,all,16,8,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,86:2 46:2 06:2 c6:2
AB_flk_landing_series,all,16,9,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f9:1 fc:1 ff:1 01:1 04:1 07:1 f6:1 f4:1
AB_flk_landing_series,all,16,10,8,2,0.9544,0,0xfe,0x01,6250,low_nibble_variable,fa:5 fb:3
AB_flk_landing_series,all,16,11,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,all,16,12,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,19:4 1a:3 18:1
AB_flk_landing_series,all,16,13,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,all,16,14,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,all,16,15,8,8,3.0000,0,0x0f,0xf0,1250,high_nibble_variable,20:1 00:1 e0:1 60:1 40:1 a0:1 d0:1 70:1
AB_flk_landing_series,all,32,0,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,all,32,1,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,1a:4 19:3 18:1
AB_flk_landing_series,all,32,2,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,all,32,3,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,all,32,4,8,7,2.7500,0,0x0f,0xf0,2500,high_nibble_variable,60:2 00:1 e0:1 40:1 a0:1 20:1 d0:1
AB_flk_landing_series,all,32,5,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,e7:1 fe:1 0d:1 25:1 35:1 4f:1 a6:1 b7:1
AB_flk_landing_series,all,32,6,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,all,32,7,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,all,32,8,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,86:2 46:2 06:2 c6:2
AB_flk_landing_series,all,32,9,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f9:1 fc:1 ff:1 01:1 04:1 07:1 f6:1 f4:1
AB_flk_landing_series,all,32,10,8,2,0.9544,0,0xfe,0x01,6250,low_nibble_variable,fa:5 fb:3
AB_flk_landing_series,all,32,11,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,all,32,12,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,19:4 1a:3 18:1
AB_flk_landing_series,all,32,13,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,all,32,14,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,all,32,15,8,8,3.0000,0,0x0f,0xf0,1250,high_nibble_variable,20:1 00:1 e0:1 60:1 40:1 a0:1 d0:1 70:1
AB_flk_landing_series,all,32,16,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,a6:1 e7:1 fe:1 0d:1 25:1 35:1 b7:1 a5:1
AB_flk_landing_series,all,32,17,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,89:4 f9:4
AB_flk_landing_series,all,32,18,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,all,32,19,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,c6:2 86:2 46:2 06:2
AB_flk_landing_series,all,32,20,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f6:1 f9:1 fc:1 ff:1 01:1 04:1 f4:1 f1:1
AB_flk_landing_series,all,32,21,8,2,0.8113,0,0xfe,0x01,7500,low_nibble_variable,fa:6 fb:2
AB_flk_landing_series,all,32,22,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,all,32,23,8,3,1.2988,0,0xfc,0x03,6250,low_nibble_variable,19:5 1a:2 18:1
AB_flk_landing_series,all,32,24,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,all,32,25,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,all,32,26,8,8,3.0000,0,0x0f,0xf0,1250,high_nibble_variable,d0:1 20:1 00:1 e0:1 60:1 40:1 70:1 c0:1
AB_flk_landing_series,all,32,27,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,b7:1 a6:1 e7:1 fe:1 0d:1 25:1 a5:1 84:1
AB_flk_landing_series,all,32,28,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,all,32,29,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,all,32,30,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,06:2 c6:2 86:2 46:2
AB_flk_landing_series,all,32,31,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f4:1 f6:1 f9:1 fc:1 ff:1 01:1 f1:1 ee:1
AB_flk_landing_series,close,8,0,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,close,8,1,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,1a:4 19:3 18:1
AB_flk_landing_series,close,8,2,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,close,8,3,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,close,8,4,8,7,2.7500,0,0x0f,0xf0,2500,high_nibble_variable,60:2 00:1 e0:1 40:1 a0:1 20:1 d0:1
AB_flk_landing_series,close,8,5,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,e7:1 fe:1 0d:1 25:1 35:1 4f:1 a6:1 b7:1
AB_flk_landing_series,close,8,6,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,close,8,7,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,close,16,0,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,close,16,1,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,1a:4 19:3 18:1
AB_flk_landing_series,close,16,2,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,close,16,3,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,close,16,4,8,7,2.7500,0,0x0f,0xf0,2500,high_nibble_variable,60:2 00:1 e0:1 40:1 a0:1 20:1 d0:1
AB_flk_landing_series,close,16,5,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,e7:1 fe:1 0d:1 25:1 35:1 4f:1 a6:1 b7:1
AB_flk_landing_series,close,16,6,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,close,16,7,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,close,16,8,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,86:2 46:2 06:2 c6:2
AB_flk_landing_series,close,16,9,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f9:1 fc:1 ff:1 01:1 04:1 07:1 f6:1 f4:1
AB_flk_landing_series,close,16,10,8,2,0.9544,0,0xfe,0x01,6250,low_nibble_variable,fa:5 fb:3
AB_flk_landing_series,close,16,11,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,close,16,12,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,19:4 1a:3 18:1
AB_flk_landing_series,close,16,13,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,close,16,14,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,close,16,15,8,8,3.0000,0,0x0f,0xf0,1250,high_nibble_variable,20:1 00:1 e0:1 60:1 40:1 a0:1 d0:1 70:1
AB_flk_landing_series,close,32,0,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,close,32,1,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,1a:4 19:3 18:1
AB_flk_landing_series,close,32,2,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,close,32,3,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,close,32,4,8,7,2.7500,0,0x0f,0xf0,2500,high_nibble_variable,60:2 00:1 e0:1 40:1 a0:1 20:1 d0:1
AB_flk_landing_series,close,32,5,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,e7:1 fe:1 0d:1 25:1 35:1 4f:1 a6:1 b7:1
AB_flk_landing_series,close,32,6,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,close,32,7,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,close,32,8,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,86:2 46:2 06:2 c6:2
AB_flk_landing_series,close,32,9,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f9:1 fc:1 ff:1 01:1 04:1 07:1 f6:1 f4:1
AB_flk_landing_series,close,32,10,8,2,0.9544,0,0xfe,0x01,6250,low_nibble_variable,fa:5 fb:3
AB_flk_landing_series,close,32,11,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,close,32,12,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,19:4 1a:3 18:1
AB_flk_landing_series,close,32,13,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,close,32,14,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,close,32,15,8,8,3.0000,0,0x0f,0xf0,1250,high_nibble_variable,20:1 00:1 e0:1 60:1 40:1 a0:1 d0:1 70:1
AB_flk_landing_series,close,32,16,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,a6:1 e7:1 fe:1 0d:1 25:1 35:1 b7:1 a5:1
AB_flk_landing_series,close,32,17,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,89:4 f9:4
AB_flk_landing_series,close,32,18,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,close,32,19,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,c6:2 86:2 46:2 06:2
AB_flk_landing_series,close,32,20,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f6:1 f9:1 fc:1 ff:1 01:1 04:1 f4:1 f1:1
AB_flk_landing_series,close,32,21,8,2,0.8113,0,0xfe,0x01,7500,low_nibble_variable,fa:6 fb:2
AB_flk_landing_series,close,32,22,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,close,32,23,8,3,1.2988,0,0xfc,0x03,6250,low_nibble_variable,19:5 1a:2 18:1
AB_flk_landing_series,close,32,24,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,close,32,25,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,close,32,26,8,8,3.0000,0,0x0f,0xf0,1250,high_nibble_variable,d0:1 20:1 00:1 e0:1 60:1 40:1 70:1 c0:1
AB_flk_landing_series,close,32,27,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,b7:1 a6:1 e7:1 fe:1 0d:1 25:1 a5:1 84:1
AB_flk_landing_series,close,32,28,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,close,32,29,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,close,32,30,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,06:2 c6:2 86:2 46:2
AB_flk_landing_series,close,32,31,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f4:1 f6:1 f9:1 fc:1 ff:1 01:1 f1:1 ee:1
AB_flk_landing_series,strong,8,0,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,strong,8,1,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,1a:4 19:3 18:1
AB_flk_landing_series,strong,8,2,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,strong,8,3,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,strong,8,4,8,7,2.7500,0,0x0f,0xf0,2500,high_nibble_variable,60:2 00:1 e0:1 40:1 a0:1 20:1 d0:1
AB_flk_landing_series,strong,8,5,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,e7:1 fe:1 0d:1 25:1 35:1 4f:1 a6:1 b7:1
AB_flk_landing_series,strong,8,6,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,strong,8,7,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,strong,16,0,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,strong,16,1,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,1a:4 19:3 18:1
AB_flk_landing_series,strong,16,2,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,strong,16,3,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,strong,16,4,8,7,2.7500,0,0x0f,0xf0,2500,high_nibble_variable,60:2 00:1 e0:1 40:1 a0:1 20:1 d0:1
AB_flk_landing_series,strong,16,5,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,e7:1 fe:1 0d:1 25:1 35:1 4f:1 a6:1 b7:1
AB_flk_landing_series,strong,16,6,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,strong,16,7,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,strong,16,8,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,86:2 46:2 06:2 c6:2
AB_flk_landing_series,strong,16,9,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f9:1 fc:1 ff:1 01:1 04:1 07:1 f6:1 f4:1
AB_flk_landing_series,strong,16,10,8,2,0.9544,0,0xfe,0x01,6250,low_nibble_variable,fa:5 fb:3
AB_flk_landing_series,strong,16,11,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,strong,16,12,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,19:4 1a:3 18:1
AB_flk_landing_series,strong,16,13,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,strong,16,14,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,strong,16,15,8,8,3.0000,0,0x0f,0xf0,1250,high_nibble_variable,20:1 00:1 e0:1 60:1 40:1 a0:1 d0:1 70:1
AB_flk_landing_series,strong,32,0,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,strong,32,1,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,1a:4 19:3 18:1
AB_flk_landing_series,strong,32,2,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,strong,32,3,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,strong,32,4,8,7,2.7500,0,0x0f,0xf0,2500,high_nibble_variable,60:2 00:1 e0:1 40:1 a0:1 20:1 d0:1
AB_flk_landing_series,strong,32,5,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,e7:1 fe:1 0d:1 25:1 35:1 4f:1 a6:1 b7:1
AB_flk_landing_series,strong,32,6,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,strong,32,7,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,strong,32,8,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,86:2 46:2 06:2 c6:2
AB_flk_landing_series,strong,32,9,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f9:1 fc:1 ff:1 01:1 04:1 07:1 f6:1 f4:1
AB_flk_landing_series,strong,32,10,8,2,0.9544,0,0xfe,0x01,6250,low_nibble_variable,fa:5 fb:3
AB_flk_landing_series,strong,32,11,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,strong,32,12,8,3,1.4056,0,0xfc,0x03,5000,low_nibble_variable,19:4 1a:3 18:1
AB_flk_landing_series,strong,32,13,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,strong,32,14,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,84:4 f4:4
AB_flk_landing_series,strong,32,15,8,8,3.0000,0,0x0f,0xf0,1250,high_nibble_variable,20:1 00:1 e0:1 60:1 40:1 a0:1 d0:1 70:1
AB_flk_landing_series,strong,32,16,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,a6:1 e7:1 fe:1 0d:1 25:1 35:1 b7:1 a5:1
AB_flk_landing_series,strong,32,17,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,89:4 f9:4
AB_flk_landing_series,strong,32,18,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,strong,32,19,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,c6:2 86:2 46:2 06:2
AB_flk_landing_series,strong,32,20,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f6:1 f9:1 fc:1 ff:1 01:1 04:1 f4:1 f1:1
AB_flk_landing_series,strong,32,21,8,2,0.8113,0,0xfe,0x01,7500,low_nibble_variable,fa:6 fb:2
AB_flk_landing_series,strong,32,22,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,strong,32,23,8,3,1.2988,0,0xfc,0x03,6250,low_nibble_variable,19:5 1a:2 18:1
AB_flk_landing_series,strong,32,24,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:8
AB_flk_landing_series,strong,32,25,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f4:4 84:4
AB_flk_landing_series,strong,32,26,8,8,3.0000,0,0x0f,0xf0,1250,high_nibble_variable,d0:1 20:1 00:1 e0:1 60:1 40:1 70:1 c0:1
AB_flk_landing_series,strong,32,27,8,8,3.0000,0,0x04,0xfb,1250,variable_byte,b7:1 a6:1 e7:1 fe:1 0d:1 25:1 a5:1 84:1
AB_flk_landing_series,strong,32,28,8,2,1.0000,0,0x8f,0x70,5000,high_nibble_variable,f9:4 89:4
AB_flk_landing_series,strong,32,29,8,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:8
AB_flk_landing_series,strong,32,30,8,4,2.0000,0,0x3f,0xc0,2500,high_nibble_variable,06:2 c6:2 86:2 46:2
AB_flk_landing_series,strong,32,31,8,8,3.0000,0,0x00,0xff,1250,variable_byte,f4:1 f6:1 f9:1 fc:1 ff:1 01:1 f1:1 ee:1
AC_flk_landing_series,all,8,0,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f4:2 84:1
AC_flk_landing_series,all,8,1,3,3,1.5850,0,0xf0,0x0f,3333,low_nibble_variable,19:1 1a:1 17:1
AC_flk_landing_series,all,8,2,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:3
AC_flk_landing_series,all,8,3,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f4:2 84:1
AC_flk_landing_series,all,8,4,3,3,1.5850,0,0x2f,0xd0,3333,high_nibble_variable,80:1 00:1 50:1
AC_flk_landing_series,all,8,5,3,3,1.5850,0,0x83,0x7c,3333,variable_byte,d8:1 b4:1 a4:1
AC_flk_landing_series,all,8,6,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f9:2 89:1
AC_flk_landing_series,all,8,7,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:3
AC_flk_landing_series,all,16,0,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f4:2 84:1
AC_flk_landing_series,all,16,1,3,3,1.5850,0,0xf0,0x0f,3333,low_nibble_variable,19:1 1a:1 17:1
AC_flk_landing_series,all,16,2,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:3
AC_flk_landing_series,all,16,3,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f4:2 84:1
AC_flk_landing_series,all,16,4,3,3,1.5850,0,0x2f,0xd0,3333,high_nibble_variable,80:1 00:1 50:1
AC_flk_landing_series,all,16,5,3,3,1.5850,0,0x83,0x7c,3333,variable_byte,d8:1 b4:1 a4:1
AC_flk_landing_series,all,16,6,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f9:2 89:1
AC_flk_landing_series,all,16,7,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:3
AC_flk_landing_series,all,16,8,3,3,1.5850,0,0x3f,0xc0,3333,high_nibble_variable,c6:1 06:1 86:1
AC_flk_landing_series,all,16,9,3,3,1.5850,0,0xf0,0x0f,3333,low_nibble_variable,17:1 15:1 1a:1
AC_flk_landing_series,all,16,10,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,fb:3
AC_flk_landing_series,all,16,11,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,84:2 f4:1
AC_flk_landing_series,all,16,12,3,2,0.9183,0,0xfc,0x03,6666,low_nibble_variable,1a:2 19:1
AC_flk_landing_series,all,16,13,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:3
AC_flk_landing_series,all,16,14,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,84:2 f4:1
AC_flk_landing_series,all,16,15,3,3,1.5850,0,0x5f,0xa0,3333,high_nibble_variable,00:1 a0:1 80:1
AC_flk_landing_series,all,32,0,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f4:2 84:1
AC_flk_landing_series,all,32,1,3,3,1.5850,0,0xf0,0x0f,3333,low_nibble_variable,19:1 1a:1 17:1
AC_flk_landing_series,all,32,2,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:3
AC_flk_landing_series,all,32,3,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f4:2 84:1
AC_flk_landing_series,all,32,4,3,3,1.5850,0,0x2f,0xd0,3333,high_nibble_variable,80:1 00:1 50:1
AC_flk_landing_series,all,32,5,3,3,1.5850,0,0x83,0x7c,3333,variable_byte,d8:1 b4:1 a4:1
AC_flk_landing_series,all,32,6,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f9:2 89:1
AC_flk_landing_series,all,32,7,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:3
AC_flk_landing_series,all,32,8,3,3,1.5850,0,0x3f,0xc0,3333,high_nibble_variable,c6:1 06:1 86:1
AC_flk_landing_series,all,32,9,3,3,1.5850,0,0xf0,0x0f,3333,low_nibble_variable,17:1 15:1 1a:1
AC_flk_landing_series,all,32,10,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,fb:3
AC_flk_landing_series,all,32,11,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,84:2 f4:1
AC_flk_landing_series,all,32,12,3,2,0.9183,0,0xfc,0x03,6666,low_nibble_variable,1a:2 19:1
AC_flk_landing_series,all,32,13,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:3
AC_flk_landing_series,all,32,14,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,84:2 f4:1
AC_flk_landing_series,all,32,15,3,3,1.5850,0,0x5f,0xa0,3333,high_nibble_variable,00:1 a0:1 80:1
AC_flk_landing_series,all,32,16,3,3,1.5850,0,0x80,0x7f,3333,variable_byte,b4:1 a3:1 d8:1
AC_flk_landing_series,all,32,17,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,89:2 f9:1
AC_flk_landing_series,all,32,18,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,01:3
AC_flk_landing_series,all,32,19,3,3,1.5850,0,0x3f,0xc0,3333,high_nibble_variable,06:1 46:1 c6:1
AC_flk_landing_series,all,32,20,3,3,1.5850,0,0xf8,0x07,3333,low_nibble_variable,15:1 12:1 17:1
AC_flk_landing_series,all,32,21,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,fb:3
AC_flk_landing_series,all,32,22,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f4:2 84:1
AC_flk_landing_series,all,32,23,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,1a:3
AC_flk_landing_series,all,32,24,3,1,-0.0000,1,0xff,0x00,10000,fixed_byte,70:3
AC_flk_landing_series,all,32,25,3,2,0.9183,0,0x8f,0x70,6666,high_nibble_variable,f4:2 84:1
AC_flk_landing_series,all,32,26,3,3,1.5850,0,0x1f,0xe0,3333,high_nibble_variable,a0:1 e0:1 00:1
AC_flk_landing_series,all,32,27,3,3,1.5850,0,0xc0,0x3f,3333,variable_byte,a3:1 89:1 b4:1
